game,agent_mark,ply,board,player,action,after
249,O,6,O.O.XXX..,O,3,O.OOXXX..
249,O,7,O.OOXXX..,X,1,OXOOXXX..
249,O,8,OXOOXXX..,O,7,OXOOXXXO.
249,O,9,OXOOXXXO.,X,8,OXOOXXXOX
250,X,1,.........,X,4,....X....
250,X,2,....X....,O,7,....X..O.
250,X,3,....X..O.,X,5,....XX.O.
250,X,4,....XX.O.,O,2,..O.XX.O.
250,X,5,..O.XX.O.,X,6,..O.XXXO.
250,X,6,..O.XXXO.,O,0,O.O.XXXO.
250,X,7,O.O.XXXO.,X,3,O.OXXXXO.
251,O,1,.........,X,4,....X....
251,O,2,....X....,O,2,..O.X....
251,O,3,..O.X....,X,5,..O.XX...
251,O,4,..O.XX...,O,0,O.O.XX...
251,O,5,O.O.XX...,X,1,OXO.XX...
251,O,6,OXO.XX...,O,7,OXO.XX.O.
251,O,7,OXO.XX.O.,X,8,OXO.XX.OX
251,O,8,OXO.XX.OX,O,3,OXOOXX.OX
251,O,9,OXOOXX.OX,X,6,OXOOXXXOX
252,X,1,.........,X,4,....X....
252,X,2,....X....,O,0,O...X....
252,X,3,O...X....,X,1,OX..X....
252,X,4,OX..X....,O,5,OX..XO...
252,X,5,OX..XO...,X,3,OX.XXO...
252,X,6,OX.XXO...,O,7,OX.XXO.O.
252,X,7,OX.XXO.O.,X,6,OX.XXOXO.
252,X,8,OX.XXOXO.,O,2,OXOXXOXO.
252,X,9,OXOXXOXO.,X,8,OXOXXOXOX
253,O,1,.........,X,0,X........
253,O,2,X........,O,2,X.O......
253,O,3,X.O......,X,7,X.O....X.
253,O,4,X.O....X.,O,1,XOO....X.
253,O,5,XOO....X.,X,6,XOO...XX.
253,O,6,XOO...XX.,O,8,XOO...XXO
253,O,7,XOO...XXO,X,5,XOO..XXXO
253,O,8,XOO..XXXO,O,3,XOOO.XXXO
253,O,9,XOOO.XXXO,X,4,XOOOXXXXO
254,X,1,.........,X,4,....X....
254,X,2,....X....,O,0,O...X....
254,X,3,O...X....,X,1,OX..X....
254,X,4,OX..X....,O,3,OX.OX....
254,X,5,OX.OX....,X,7,OX.OX..X.
255,O,1,.........,X,0,X........
255,O,2,X........,O,2,X.O......
255,O,3,X.O......,X,8,X.O.....X
255,O,4,X.O.....X,O,3,X.OO....X
255,O,5,X.OO....X,X,5,X.OO.X..X
255,O,6,X.OO.X..X,O,4,X.OOOX..X
255,O,7,X.OOOX..X,X,6,X.OOOXX.X
255,O,8,X.OOOXX.X,O,7,X.OOOXXOX
255,O,9,X.OOOXXOX,X,1,XXOOOXXOX
256,X,1,.........,X,4,....X....
256,X,2,....X....,O,5,....XO...
256,X,3,....XO...,X,8,....XO..X
256,X,4,....XO..X,O,3,...OXO..X
256,X,5,...OXO..X,X,0,X..OXO..X
257,O,1,.........,X,7,.......X.
257,O,2,.......X.,O,0,O......X.
257,O,3,O......X.,X,1,OX.....X.
257,O,4,OX.....X.,O,4,OX..O..X.
257,O,5,OX..O..X.,X,5,OX..OX.X.
257,O,6,OX..OX.X.,O,3,OX.OOX.X.
257,O,7,OX.OOX.X.,X,8,OX.OOX.XX
257,O,8,OX.OOX.XX,O,6,OX.OOXOXX
258,X,1,.........,X,4,....X....
258,X,2,....X....,O,0,O...X....
258,X,3,O...X....,X,1,OX..X....
258,X,4,OX..X....,O,5,OX..XO...
258,X,5,OX..XO...,X,3,OX.XXO...
258,X,6,OX.XXO...,O,7,OX.XXO.O.
258,X,7,OX.XXO.O.,X,6,OX.XXOXO.
258,X,8,OX.XXOXO.,O,2,OXOXXOXO.
258,X,9,OXOXXOXO.,X,8,OXOXXOXOX
259,O,1,.........,X,4,....X....
259,O,2,....X....,O,2,..O.X....
259,O,3,..O.X....,X,5,..O.XX...
259,O,4,..O.XX...,O,0,O.O.XX...
259,O,5,O.O.XX...,X,7,O.O.XX.X.
259,O,6,O.O.XX.X.,O,1,OOO.XX.X.
260,X,1,.........,X,4,....X....
260,X,2,....X....,O,5,....XO...
260,X,3,....XO...,X,8,....XO..X
260,X,4,....XO..X,O,7,....XO.OX
260,X,5,....XO.OX,X,3,...XXO.OX
260,X,6,...XXO.OX,O,1,.O.XXO.OX
260,X,7,.O.XXO.OX,X,2,.OXXXO.OX
260,X,8,.OXXXO.OX,O,0,OOXXXO.OX
260,X,9,OOXXXO.OX,X,6,OOXXXOXOX
261,O,1,.........,X,8,........X
261,O,2,........X,O,4,....O...X
261,O,3,....O...X,X,2,..X.O...X
261,O,4,..X.O...X,O,5,..X.OO..X
261,O,5,..X.OO..X,X,6,..X.OOX.X
261,O,6,..X.OOX.X,O,3,..XOOOX.X
262,X,1,.........,X,4,....X....
262,X,2,....X....,O,8,....X...O
262,X,3,....X...O,X,5,....XX..O
262,X,4,....XX..O,O,7,....XX.OO
262,X,5,....XX.OO,X,3,...XXX.OO
263,O,1,.........,X,2,..X......
263,O,2,..X......,O,7,..X....O.
263,O,3,..X....O.,X,8,..X....OX
263,O,4,..X....OX,O,5,..X..O.OX
263,O,5,..X..O.OX,X,3,..XX.O.OX
263,O,6,..XX.O.OX,O,1,.OXX.O.OX
263,O,7,.OXX.O.OX,X,0,XOXX.O.OX
263,O,8,XOXX.O.OX,O,4,XOXXOO.OX
264,X,1,.........,X,4,....X....
264,X,2,....X....,O,8,....X...O
264,X,3,....X...O,X,5,....XX..O
264,X,4,....XX..O,O,3,...OXX..O
264,X,5,...OXX..O,X,2,..XOXX..O
264,X,6,..XOXX..O,O,0,O.XOXX..O
264,X,7,O.XOXX..O,X,6,O.XOXXX.O
265,O,1,.........,X,2,..X......
265,O,2,..X......,O,7,..X....O.
265,O,3,..X....O.,X,0,X.X....O.
265,O,4,X.X....O.,O,6,X.X...OO.
265,O,5,X.X...OO.,X,5,X.X..XOO.
265,O,6,X.X..XOO.,O,8,X.X..XOOO
266,X,1,.........,X,4,....X....
266,X,2,....X....,O,5,....XO...
266,X,3,....XO...,X,8,....XO..X
266,X,4,....XO..X,O,7,....XO.OX
266,X,5,....XO.OX,X,3,...XXO.OX
266,X,6,...XXO.OX,O,6,...XXOOOX
266,X,7,...XXOOOX,X,0,X..XXOOOX
267,O,1,.........,X,1,.X.......
267,O,2,.X.......,O,2,.XO......
267,O,3,.XO......,X,4,.XO.X....
267,O,4,.XO.X....,O,7,.XO.X..O.
267,O,5,.XO.X..O.,X,5,.XO.XX.O.
267,O,6,.XO.XX.O.,O,8,.XO.XX.OO
267,O,7,.XO.XX.OO,X,6,.XO.XXXOO
267,O,8,.XO.XXXOO,O,3,.XOOXXXOO
267,O,9,.XOOXXXOO,X,0,XXOOXXXOO
268,X,1,.........,X,4,....X....
268,X,2,....X....,O,6,....X.O..
268,X,3,....X.O..,X,8,....X.O.X
268,X,4,....X.O.X,O,7,....X.OOX
268,X,5,....X.OOX,X,3,...XX.OOX
268,X,6,...XX.OOX,O,5,...XXOOOX
268,X,7,...XXOOOX,X,0,X..XXOOOX
269,O,1,.........,X,3,...X.....
269,O,2,...X.....,O,6,...X..O..
269,O,3,...X..O..,X,5,...X.XO..
269,O,4,...X.XO..,O,4,...XOXO..
269,O,5,...XOXO..,X,8,...XOXO.X
269,O,6,...XOXO.X,O,2,..OXOXO.X
270,X,1,.........,X,4,....X....
270,X,2,....X....,O,6,....X.O..
270,X,3,....X.O..,X,8,....X.O.X
270,X,4,....X.O.X,O,5,....XOO.X
270,X,5,....XOO.X,X,0,X...XOO.X
271,O,1,.........,X,5,.....X...
271,O,2,.....X...,O,8,.....X..O
271,O,3,.....X..O,X,2,..X..X..O
271,O,4,..X..X..O,O,4,..X.OX..O
271,O,5,..X.OX..O,X,0,X.X.OX..O
271,O,6,X.X.OX..O,O,1,XOX.OX..O
271,O,7,XOX.OX..O,X,6,XOX.OXX.O
271,O,8,XOX.OXX.O,O,3,XOXOOXX.O
271,O,9,XOXOOXX.O,X,7,XOXOOXXXO
272,X,1,.........,X,4,....X....
272,X,2,....X....,O,7,....X..O.
272,X,3,....X..O.,X,5,....XX.O.
272,X,4,....XX.O.,O,8,....XX.OO
272,X,5,....XX.OO,X,3,...XXX.OO
273,O,1,.........,X,8,........X
273,O,2,........X,O,4,....O...X
273,O,3,....O...X,X,5,....OX..X
273,O,4,....OX..X,O,2,..O.OX..X
273,O,5,..O.OX..X,X,7,..O.OX.XX
273,O,6,..O.OX.XX,O,3,..OOOX.XX
273,O,7,..OOOX.XX,X,1,.XOOOX.XX
273,O,8,.XOOOX.XX,O,0,OXOOOX.XX
273,O,9,OXOOOX.XX,X,6,OXOOOXXXX
274,X,1,.........,X,4,....X....
274,X,2,....X....,O,0,O...X....
274,X,3,O...X....,X,1,OX..X....
274,X,4,OX..X....,O,3,OX.OX....
274,X,5,OX.OX....,X,7,OX.OX..X.
275,O,1,.........,X,2,..X......
275,O,2,..X......,O,7,..X....O.
275,O,3,..X....O.,X,1,.XX....O.
275,O,4,.XX....O.,O,4,.XX.O..O.
275,O,5,.XX.O..O.,X,6,.XX.O.XO.
275,O,6,.XX.O.XO.,O,0,OXX.O.XO.
275,O,7,OXX.O.XO.,X,8,OXX.O.XOX
275,O,8,OXX.O.XOX,O,5,OXX.OOXOX
275,O,9,OXX.OOXOX,X,3,OXXXOOXOX
276,X,1,.........,X,4,....X....
276,X,2,....X....,O,2,..O.X....
276,X,3,..O.X....,X,1,.XO.X....
276,X,4,.XO.X....,O,7,.XO.X..O.
276,X,5,.XO.X..O.,X,5,.XO.XX.O.
276,X,6,.XO.XX.O.,O,8,.XO.XX.OO
276,X,7,.XO.XX.OO,X,6,.XO.XXXOO
276,X,8,.XO.XXXOO,O,3,.XOOXXXOO
276,X,9,.XOOXXXOO,X,0,XXOOXXXOO
277,O,1,.........,X,6,......X..
277,O,2,......X..,O,5,.....OX..
277,O,3,.....OX..,X,4,....XOX..
277,O,4,....XOX..,O,0,O...XOX..
277,O,5,O...XOX..,X,2,O.X.XOX..
278,X,1,.........,X,4,....X....
278,X,2,....X....,O,5,....XO...
278,X,3,....XO...,X,8,....XO..X
278,X,4,....XO..X,O,7,....XO.OX
278,X,5,....XO.OX,X,3,...XXO.OX
278,X,6,...XXO.OX,O,2,..OXXO.OX
278,X,7,..OXXO.OX,X,6,..OXXOXOX
278,X,8,..OXXOXOX,O,1,.OOXXOXOX
278,X,9,.OOXXOXOX,X,0,XOOXXOXOX
279,O,1,.........,X,2,..X......
279,O,2,..X......,O,7,..X....O.
279,O,3,..X....O.,X,1,.XX....O.
279,O,4,.XX....O.,O,4,.XX.O..O.
279,O,5,.XX.O..O.,X,6,.XX.O.XO.
279,O,6,.XX.O.XO.,O,0,OXX.O.XO.
279,O,7,OXX.O.XO.,X,5,OXX.OXXO.
279,O,8,OXX.OXXO.,O,8,OXX.OXXOO
280,X,1,.........,X,4,....X....
280,X,2,....X....,O,1,.O..X....
280,X,3,.O..X....,X,0,XO..X....
280,X,4,XO..X....,O,5,XO..XO...
280,X,5,XO..XO...,X,3,XO.XXO...
280,X,6,XO.XXO...,O,2,XOOXXO...
280,X,7,XOOXXO...,X,6,XOOXXOX..
281,O,1,.........,X,8,........X
281,O,2,........X,O,4,....O...X
281,O,3,....O...X,X,0,X...O...X
281,O,4,X...O...X,O,6,X...O.O.X
281,O,5,X...O.O.X,X,2,X.X.O.O.X
281,O,6,X.X.O.O.X,O,7,X.X.O.OOX
281,O,7,X.X.O.OOX,X,5,X.X.OXOOX
282,X,1,.........,X,4,....X....
282,X,2,....X....,O,5,....XO...
282,X,3,....XO...,X,8,....XO..X
282,X,4,....XO..X,O,2,..O.XO..X
282,X,5,..O.XO..X,X,6,..O.XOX.X
282,X,6,..O.XOX.X,O,0,O.O.XOX.X
282,X,7,O.O.XOX.X,X,7,O.O.XOXXX
283,O,1,.........,X,2,..X......
283,O,2,..X......,O,7,..X....O.
283,O,3,..X....O.,X,6,..X...XO.
283,O,4,..X...XO.,O,4,..X.O.XO.
283,O,5,..X.O.XO.,X,5,..X.OXXO.
283,O,6,..X.OXXO.,O,3,..XOOXXO.
283,O,7,..XOOXXO.,X,0,X.XOOXXO.
283,O,8,X.XOOXXO.,O,1,XOXOOXXO.
284,X,1,.........,X,4,....X....
284,X,2,....X....,O,2,..O.X....
284,X,3,..O.X....,X,1,.XO.X....
284,X,4,.XO.X....,O,8,.XO.X...O
284,X,5,.XO.X...O,X,7,.XO.X..XO
285,O,1,.........,X,3,...X.....
285,O,2,...X.....,O,6,...X..O..
285,O,3,...X..O..,X,4,...XX.O..
285,O,4,...XX.O..,O,8,...XX.O.O
285,O,5,...XX.O.O,X,0,X..XX.O.O
285,O,6,X..XX.O.O,O,2,X.OXX.O.O
285,O,7,X.OXX.O.O,X,1,XXOXX.O.O
285,O,8,XXOXX.O.O,O,7,XXOXX.OOO
286,X,1,.........,X,4,....X....
286,X,2,....X....,O,7,....X..O.
286,X,3,....X..O.,X,5,....XX.O.
286,X,4,....XX.O.,O,8,....XX.OO
286,X,5,....XX.OO,X,3,...XXX.OO
287,O,1,.........,X,0,X........
287,O,2,X........,O,2,X.O......
287,O,3,X.O......,X,8,X.O.....X
287,O,4,X.O.....X,O,3,X.OO....X
287,O,5,X.OO....X,X,1,XXOO....X
287,O,6,XXOO....X,O,4,XXOOO...X
287,O,7,XXOOO...X,X,6,XXOOO.X.X
287,O,8,XXOOO.X.X,O,5,XXOOOOX.X
288,X,1,.........,X,4,....X....
288,X,2,....X....,O,8,....X...O
288,X,3,....X...O,X,5,....XX..O
288,X,4,....XX..O,O,0,O...XX..O
288,X,5,O...XX..O,X,7,O...XX.XO
288,X,6,O...XX.XO,O,6,O...XXOXO
288,X,7,O...XXOXO,X,1,OX..XXOXO
289,O,1,.........,X,0,X........
289,O,2,X........,O,2,X.O......
289,O,3,X.O......,X,5,X.O..X...
289,O,4,X.O..X...,O,6,X.O..XO..
289,O,5,X.O..XO..,X,7,X.O..XOX.
289,O,6,X.O..XOX.,O,4,X.O.OXOX.
290,X,1,.........,X,4,....X....
290,X,2,....X....,O,2,..O.X....
290,X,3,..O.X....,X,1,.XO.X....
290,X,4,.XO.X....,O,0,OXO.X....
290,X,5,OXO.X....,X,3,OXOXX....
290,X,6,OXOXX....,O,8,OXOXX...O
290,X,7,OXOXX...O,X,5,OXOXXX..O
291,O,1,.........,X,7,.......X.
291,O,2,.......X.,O,0,O......X.
291,O,3,O......X.,X,5,O....X.X.
291,O,4,O....X.X.,O,2,O.O..X.X.
291,O,5,O.O..X.X.,X,1,OXO..X.X.
291,O,6,OXO..X.X.,O,6,OXO..XOX.
291,O,7,OXO..XOX.,X,4,OXO.XXOX.
292,X,1,.........,X,4,....X....
292,X,2,....X....,O,5,....XO...
292,X,3,....XO...,X,8,....XO..X
292,X,4,....XO..X,O,3,...OXO..X
292,X,5,...OXO..X,X,0,X..OXO..X
293,O,1,.........,X,6,......X..
293,O,2,......X..,O,5,.....OX..
293,O,3,.....OX..,X,1,.X...OX..
293,O,4,.X...OX..,O,7,.X...OXO.
293,O,5,.X...OXO.,X,0,XX...OXO.
293,O,6,XX...OXO.,O,2,XXO..OXO.
293,O,7,XXO..OXO.,X,3,XXOX.OXO.
294,X,1,.........,X,4,....X....
294,X,2,....X....,O,1,.O..X....
294,X,3,.O..X....,X,0,XO..X....
294,X,4,XO..X....,O,3,XO.OX....
294,X,5,XO.OX....,X,6,XO.OX.X..
294,X,6,XO.OX.X..,O,7,XO.OX.XO.
294,X,7,XO.OX.XO.,X,8,XO.OX.XOX
295,O,1,.........,X,2,..X......
295,O,2,..X......,O,7,..X....O.
295,O,3,..X....O.,X,6,..X...XO.
295,O,4,..X...XO.,O,4,..X.O.XO.
295,O,5,..X.O.XO.,X,5,..X.OXXO.
295,O,6,..X.OXXO.,O,3,..XOOXXO.
295,O,7,..XOOXXO.,X,0,X.XOOXXO.
295,O,8,X.XOOXXO.,O,1,XOXOOXXO.
296,X,1,.........,X,4,....X....
296,X,2,....X....,O,2,..O.X....
296,X,3,..O.X....,X,1,.XO.X....
296,X,4,.XO.X....,O,7,.XO.X..O.
296,X,5,.XO.X..O.,X,5,.XO.XX.O.
296,X,6,.XO.XX.O.,O,0,OXO.XX.O.
296,X,7,OXO.XX.O.,X,3,OXOXXX.O.
297,O,1,.........,X,1,.X.......
297,O,2,.X.......,O,2,.XO......
297,O,3,.XO......,X,5,.XO..X...
297,O,4,.XO..X...,O,8,.XO..X..O
297,O,5,.XO..X..O,X,4,.XO.XX..O
297,O,6,.XO.XX..O,O,6,.XO.XXO.O
297,O,7,.XO.XXO.O,X,0,XXO.XXO.O
297,O,8,XXO.XXO.O,O,7,XXO.XXOOO
298,X,1,.........,X,4,....X....
298,X,2,....X....,O,0,O...X....
298,X,3,O...X....,X,1,OX..X....
298,X,4,OX..X....,O,7,OX..X..O.
298,X,5,OX..X..O.,X,3,OX.XX..O.
298,X,6,OX.XX..O.,O,8,OX.XX..OO
298,X,7,OX.XX..OO,X,6,OX.XX.XOO
298,X,8,OX.XX.XOO,O,5,OX.XXOXOO
298,X,9,OX.XXOXOO,X,2,OXXXXOXOO
299,O,1,.........,X,8,........X
299,O,2,........X,O,4,....O...X
299,O,3,....O...X,X,7,....O..XX
299,O,4,....O..XX,O,6,....O.OXX
299,O,5,....O.OXX,X,2,..X.O.OXX
299,O,6,..X.O.OXX,O,5,..X.OOOXX
299,O,7,..X.OOOXX,X,1,.XX.OOOXX
299,O,8,.XX.OOOXX,O,3,.XXOOOOXX
300,X,1,.........,X,4,....X....
300,X,2,....X....,O,8,....X...O
300,X,3,....X...O,X,5,....XX..O
300,X,4,....XX..O,O,2,..O.XX..O
300,X,5,..O.XX..O,X,1,.XO.XX..O
300,X,6,.XO.XX..O,O,6,.XO.XXO.O
300,X,7,.XO.XXO.O,X,7,.XO.XXOXO
301,O,1,.........,X,1,.X.......
301,O,2,.X.......,O,2,.XO......
301,O,3,.XO......,X,0,XXO......
301,O,4,XXO......,O,4,XXO.O....
301,O,5,XXO.O....,X,7,XXO.O..X.
301,O,6,XXO.O..X.,O,8,XXO.O..XO
301,O,7,XXO.O..XO,X,6,XXO.O.XXO
301,O,8,XXO.O.XXO,O,5,XXO.OOXXO
302,X,1,.........,X,4,....X....
302,X,2,....X....,O,6,....X.O..
302,X,3,....X.O..,X,8,....X.O.X
302,X,4,....X.O.X,O,1,.O..X.O.X
302,X,5,.O..X.O.X,X,3,.O.XX.O.X
302,X,6,.O.XX.O.X,O,2,.OOXX.O.X
302,X,7,.OOXX.O.X,X,0,XOOXX.O.X
303,O,1,.........,X,3,...X.....
303,O,2,...X.....,O,6,...X..O..
303,O,3,...X..O..,X,5,...X.XO..
303,O,4,...X.XO..,O,4,...XOXO..
303,O,5,...XOXO..,X,8,...XOXO.X
303,O,6,...XOXO.X,O,2,..OXOXO.X
304,X,1,.........,X,4,....X....
304,X,2,....X....,O,6,....X.O..
304,X,3,....X.O..,X,8,....X.O.X
304,X,4,....X.O.X,O,2,..O.X.O.X
304,X,5,..O.X.O.X,X,5,..O.XXO.X
304,X,6,..O.XXO.X,O,1,.OO.XXO.X
304,X,7,.OO.XXO.X,X,0,XOO.XXO.X
305,O,1,.........,X,3,...X.....
305,O,2,...X.....,O,6,...X..O..
305,O,3,...X..O..,X,5,...X.XO..
305,O,4,...X.XO..,O,4,...XOXO..
305,O,5,...XOXO..,X,7,...XOXOX.
305,O,6,...XOXOX.,O,0,O..XOXOX.
305,O,7,O..XOXOX.,X,2,O.XXOXOX.
305,O,8,O.XXOXOX.,O,8,O.XXOXOXO
306,X,1,.........,X,4,....X....
306,X,2,....X....,O,2,..O.X....
306,X,3,..O.X....,X,1,.XO.X....
306,X,4,.XO.X....,O,0,OXO.X....
306,X,5,OXO.X....,X,3,OXOXX....
306,X,6,OXOXX....,O,8,OXOXX...O
306,X,7,OXOXX...O,X,5,OXOXXX..O
307,O,1,.........,X,0,X........
307,O,2,X........,O,2,X.O......
307,O,3,X.O......,X,8,X.O.....X
307,O,4,X.O.....X,O,3,X.OO....X
307,O,5,X.OO....X,X,7,X.OO...XX
307,O,6,X.OO...XX,O,4,X.OOO..XX
307,O,7,X.OOO..XX,X,1,XXOOO..XX
307,O,8,XXOOO..XX,O,6,XXOOO.OXX
308,X,1,.........,X,4,....X....
308,X,2,....X....,O,3,...OX....
308,X,3,...OX....,X,8,...OX...X
308,X,4,...OX...X,O,5,...OXO..X
308,X,5,...OXO..X,X,0,X..OXO..X
309,O,1,.........,X,1,.X.......
309,O,2,.X.......,O,2,.XO......
309,O,3,.XO......,X,5,.XO..X...
309,O,4,.XO..X...,O,8,.XO..X..O
309,O,5,.XO..X..O,X,4,.XO.XX..O
309,O,6,.XO.XX..O,O,6,.XO.XXO.O
309,O,7,.XO.XXO.O,X,3,.XOXXXO.O
310,X,1,.........,X,4,....X....
310,X,2,....X....,O,2,..O.X....
310,X,3,..O.X....,X,1,.XO.X....
310,X,4,.XO.X....,O,8,.XO.X...O
310,X,5,.XO.X...O,X,7,.XO.X..XO
311,O,1,.........,X,6,......X..
311,O,2,......X..,O,5,.....OX..
311,O,3,.....OX..,X,4,....XOX..
311,O,4,....XOX..,O,0,O...XOX..
311,O,5,O...XOX..,X,1,OX..XOX..
311,O,6,OX..XOX..,O,2,OXO.XOX..
311,O,7,OXO.XOX..,X,8,OXO.XOX.X
311,O,8,OXO.XOX.X,O,3,OXOOXOX.X
311,O,9,OXOOXOX.X,X,7,OXOOXOXXX
312,X,1,.........,X,4,....X....
312,X,2,....X....,O,5,....XO...
312,X,3,....XO...,X,8,....XO..X
312,X,4,....XO..X,O,6,....XOO.X
312,X,5,....XOO.X,X,0,X...XOO.X
313,O,1,.........,X,1,.X.......
313,O,2,.X.......,O,2,.XO......
313,O,3,.XO......,X,3,.XOX.....
313,O,4,.XOX.....,O,0,OXOX.....
313,O,5,OXOX.....,X,8,OXOX....X
313,O,6,OXOX....X,O,6,OXOX..O.X
313,O,7,OXOX..O.X,X,4,OXOXX.O.X
313,O,8,OXOXX.O.X,O,7,OXOXX.OOX
313,O,9,OXOXX.OOX,X,5,OXOXXXOOX
314,X,1,.........,X,4,....X....
314,X,2,....X....,O,3,...OX....
314,X,3,...OX....,X,8,...OX...X
314,X,4,...OX...X,O,5,...OXO..X
314,X,5,...OXO..X,X,0,X..OXO..X
315,O,1,.........,X,6,......X..
315,O,2,......X..,O,5,.....OX..
315,O,3,.....OX..,X,3,...X.OX..
315,O,4,...X.OX..,O,0,O..X.OX..
315,O,5,O..X.OX..,X,1,OX.X.OX..
315,O,6,OX.X.OX..,O,8,OX.X.OX.O
315,O,7,OX.X.OX.O,X,4,OX.XXOX.O
315,O,8,OX.XXOX.O,O,2,OXOXXOX.O
316,X,1,.........,X,4,....X....
316,X,2,....X....,O,5,....XO...
316,X,3,....XO...,X,8,....XO..X
316,X,4,....XO..X,O,0,O...XO..X
316,X,5,O...XO..X,X,2,O.X.XO..X
316,X,6,O.X.XO..X,O,3,O.XOXO..X
316,X,7,O.XOXO..X,X,7,O.XOXO.XX
316,X,8,O.XOXO.XX,O,6,O.XOXOOXX
317,O,1,.........,X,8,........X
317,O,2,........X,O,4,....O...X
317,O,3,....O...X,X,1,.X..O...X
317,O,4,.X..O...X,O,5,.X..OO..X
317,O,5,.X..OO..X,X,7,.X..OO.XX
317,O,6,.X..OO.XX,O,3,.X.OOO.XX
318,X,1,.........,X,4,....X....
318,X,2,....X....,O,6,....X.O..
318,X,3,....X.O..,X,8,....X.O.X
318,X,4,....X.O.X,O,5,....XOO.X
318,X,5,....XOO.X,X,0,X...XOO.X
319,O,1,.........,X,5,.....X...
319,O,2,.....X...,O,8,.....X..O
319,O,3,.....X..O,X,7,.....X.XO
319,O,4,.....X.XO,O,2,..O..X.XO
319,O,5,..O..X.XO,X,1,.XO..X.XO
319,O,6,.XO..X.XO,O,4,.XO.OX.XO
319,O,7,.XO.OX.XO,X,0,XXO.OX.XO
319,O,8,XXO.OX.XO,O,6,XXO.OXOXO
320,X,1,.........,X,4,....X....
320,X,2,....X....,O,7,....X..O.
320,X,3,....X..O.,X,5,....XX.O.
320,X,4,....XX.O.,O,6,....XXOO.
320,X,5,....XXOO.,X,3,...XXXOO.
321,O,1,.........,X,5,.....X...
321,O,2,.....X...,O,8,.....X..O
321,O,3,.....X..O,X,7,.....X.XO
321,O,4,.....X.XO,O,2,..O..X.XO
321,O,5,..O..X.XO,X,1,.XO..X.XO
321,O,6,.XO..X.XO,O,6,.XO..XOXO
321,O,7,.XO..XOXO,X,3,.XOX.XOXO
321,O,8,.XOX.XOXO,O,4,.XOXOXOXO
322,X,1,.........,X,4,....X....
322,X,2,....X....,O,6,....X.O..
322,X,3,....X.O..,X,8,....X.O.X
322,X,4,....X.O.X,O,2,..O.X.O.X
322,X,5,..O.X.O.X,X,5,..O.XXO.X
322,X,6,..O.XXO.X,O,3,..OOXXO.X
322,X,7,..OOXXO.X,X,0,X.OOXXO.X
323,O,1,.........,X,4,....X....
323,O,2,....X....,O,2,..O.X....
323,O,3,..O.X....,X,1,.XO.X....
323,O,4,.XO.X....,O,7,.XO.X..O.
323,O,5,.XO.X..O.,X,0,XXO.X..O.
323,O,6,XXO.X..O.,O,3,XXOOX..O.
323,O,7,XXOOX..O.,X,8,XXOOX..OX
324,X,1,.........,X,4,....X....
324,X,2,....X....,O,1,.O..X....
324,X,3,.O..X....,X,0,XO..X....
324,X,4,XO..X....,O,2,XOO.X....
324,X,5,XOO.X....,X,6,XOO.X.X..
324,X,6,XOO.X.X..,O,8,XOO.X.X.O
324,X,7,XOO.X.X.O,X,3,XOOXX.X.O
325,O,1,.........,X,3,...X.....
325,O,2,...X.....,O,6,...X..O..
325,O,3,...X..O..,X,1,.X.X..O..
325,O,4,.X.X..O..,O,4,.X.XO.O..
325,O,5,.X.XO.O..,X,0,XX.XO.O..
325,O,6,XX.XO.O..,O,2,XXOXO.O..
326,X,1,.........,X,4,....X....
326,X,2,....X....,O,2,..O.X....
326,X,3,..O.X....,X,1,.XO.X....
326,X,4,.XO.X....,O,0,OXO.X....
326,X,5,OXO.X....,X,3,OXOXX....
326,X,6,OXOXX....,O,8,OXOXX...O
326,X,7,OXOXX...O,X,5,OXOXXX..O
327,O,1,.........,X,0,X........
327,O,2,X........,O,2,X.O......
327,O,3,X.O......,X,5,X.O..X...
327,O,4,X.O..X...,O,6,X.O..XO..
327,O,5,X.O..XO..,X,4,X.O.XXO..
327,O,6,X.O.XXO..,O,8,X.O.XXO.O
327,O,7,X.O.XXO.O,X,3,X.OXXXO.O
328,X,1,.........,X,4,....X....
328,X,2,....X....,O,2,..O.X....
328,X,3,..O.X....,X,1,.XO.X....
328,X,4,.XO.X....,O,5,.XO.XO...
328,X,5,.XO.XO...,X,7,.XO.XO.X.
329,O,1,.........,X,3,...X.....
329,O,2,...X.....,O,6,...X..O..
329,O,3,...X..O..,X,1,.X.X..O..
329,O,4,.X.X..O..,O,4,.X.XO.O..
329,O,5,.X.XO.O..,X,7,.X.XO.OX.
329,O,6,.X.XO.OX.,O,0,OX.XO.OX.
329,O,7,OX.XO.OX.,X,8,OX.XO.OXX
329,O,8,OX.XO.OXX,O,2,OXOXO.OXX
330,X,1,.........,X,4,....X....
330,X,2,....X....,O,1,.O..X....
330,X,3,.O..X....,X,0,XO..X....
330,X,4,XO..X....,O,7,XO..X..O.
330,X,5,XO..X..O.,X,5,XO..XX.O.
330,X,6,XO..XX.O.,O,8,XO..XX.OO
330,X,7,XO..XX.OO,X,6,XO..XXXOO
330,X,8,XO..XXXOO,O,3,XO.OXXXOO
330,X,9,XO.OXXXOO,X,2,XOXOXXXOO
331,O,1,.........,X,3,...X.....
331,O,2,...X.....,O,6,...X..O..
331,O,3,...X..O..,X,2,..XX..O..
331,O,4,..XX..O..,O,4,..XXO.O..
